/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/center_2017_05_06_19_44_27_514.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/left_2017_05_06_19_44_27_514.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/right_2017_05_06_19_44_27_514.jpg,0,0,0,3.369507E-06
/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/center_2017_05_06_19_44_27_593.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/left_2017_05_06_19_44_27_593.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/right_2017_05_06_19_44_27_593.jpg,0,0,0,2.340029E-06
/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/center_2017_05_06_19_44_27_670.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/left_2017_05_06_19_44_27_670.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/right_2017_05_06_19_44_27_670.jpg,0,0,0,7.617953E-07
/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/center_2017_05_06_19_44_27_747.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/left_2017_05_06_19_44_27_747.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/right_2017_05_06_19_44_27_747.jpg,0,0,0,7.259969E-07
/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/center_2017_05_06_19_44_27_824.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/left_2017_05_06_19_44_27_824.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/right_2017_05_06_19_44_27_824.jpg,0,0,0,2.457804E-07
/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/center_2017_05_06_19_44_27_902.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/left_2017_05_06_19_44_27_902.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/right_2017_05_06_19_44_27_902.jpg,0,0,0,8.663635E-07
/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/center_2017_05_06_19_44_27_980.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/left_2017_05_06_19_44_27_980.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/right_2017_05_06_19_44_27_980.jpg,0,0,0,1.386158E-06
/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/center_2017_05_06_19_44_28_058.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/left_2017_05_06_19_44_28_058.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/right_2017_05_06_19_44_28_058.jpg,0,0,0,1.715437E-06
/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/center_2017_05_06_19_44_28_135.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/left_2017_05_06_19_44_28_135.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/right_2017_05_06_19_44_28_135.jpg,0,0,0,2.310509E-06
/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/center_2017_05_06_19_44_28_211.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/left_2017_05_06_19_44_28_211.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/right_2017_05_06_19_44_28_211.jpg,0,0,0,5.355475E-07
/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/center_2017_05_06_19_44_28_291.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/left_2017_05_06_19_44_28_291.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/right_2017_05_06_19_44_28_291.jpg,0,0,0,3.304983E-06
/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/center_2017_05_06_19_44_28_370.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/left_2017_05_06_19_44_28_370.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/right_2017_05_06_19_44_28_370.jpg,0,0,0,3.769765E-06
/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/center_2017_05_06_19_44_28_447.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/left_2017_05_06_19_44_28_447.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/right_2017_05_06_19_44_28_447.jpg,0,0,0,4.567032E-06
/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/center_2017_05_06_19_44_28_525.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/left_2017_05_06_19_44_28_525.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/right_2017_05_06_19_44_28_525.jpg,0,0,0,5.231776E-06
/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/center_2017_05_06_19_44_28_603.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/left_2017_05_06_19_44_28_603.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/right_2017_05_06_19_44_28_603.jpg,0,0,0,5.497415E-06
/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/center_2017_05_06_19_44_28_680.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/left_2017_05_06_19_44_28_680.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/right_2017_05_06_19_44_28_680.jpg,0,0,0,6.228733E-06
/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/center_2017_05_06_19_44_28_765.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/left_2017_05_06_19_44_28_765.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/right_2017_05_06_19_44_28_765.jpg,0,0.1742127,0,0.06990977
/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/center_2017_05_06_19_44_28_853.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/left_2017_05_06_19_44_28_853.jpg,/home/andres/Projects/udacity/carnd-term1-p3/examples/IMG/right_2017_05_06_19_44_28_853.jpg,0,0.4043641,0,0.4431265
